			1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93
26	0.041	27	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	63 HR15Tw	60.5 HR15Tw	76 HR15Tw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
27	0.042	28	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	63 HR15Tw	60.5 HR15Tw	76 HR15Tw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
28	0.043	29	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	63 HR15Tw	60.5 HR15Tw	76 HR15Tw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
29	0.044	30	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	63 HR15Tw	60.5 HR15Tw	76 HR15Tw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
30	0.045	31	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	63 HR15Tw	60.5 HR15Tw	76 HR15Tw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
31	0.046	32	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	63 HR15Tw	60.5 HR15Tw	76 HR15Tw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
32	0.047	33	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	63 HR15Tw	60.5 HR15Tw	76 HR15Tw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
33	0.048	34	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	63 HR15Tw	60.5 HR15Tw	76 HR15Tw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
34	0.049	35	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	63 HR15Tw	60.5 HR15Tw	76 HR15Tw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
35	0.050	36	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	63 HR15Tw	60.5 HR15Tw	76 HR15Tw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
36	0.051	37	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	63 HR15Tw	60.5 HR15Tw	76 HR15Tw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
37	0.052	38	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	63 HR15Tw	60.5 HR15Tw	76 HR15Tw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
38	0.053	39	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	63 HR15Tw	60.5 HR15Tw	76 HR15Tw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
39	0.054	40	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	63 HR15Tw	60.5 HR15Tw	76 HR15Tw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
40	0.055	41	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	63 HR15Tw	60.5 HR15Tw	76 HR15Tw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
41	0.056	42	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	63 HR15Tw	60.5 HR15Tw	76 HR15Tw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
42	0.057	43	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	63 HR15Tw	60.5 HR15Tw	76 HR15Tw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
43	0.058	44	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	63 HR15Tw	60.5 HR15Tw	76 HR15Tw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
44	0.059	45	No reqm't	68 HRBw	68 HRBw	78.5 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	No reqm't	63 HR15Tw	60.5 HR15Tw	76 HR15Tw	82 HR15Tw	84 HRBw	91.5 HRBw	91.5 HRBw	No reqm't	83.5 HRBw	79.5 HRBw	79.5 HRBw	No reqm't	63 HRBw	65 HRBw	65 HRBw	No reqm't	63 HRBw	63 HRBw	72 HRBw	74 HRBw	40 HRBw / 81 HREw	61 HRBw / 96 HREw	No reqm't	60 HREw	47 HRBw / 85 HREw	84 HRBw	78 HRBw	82 HRBw	65 HRBw	65 HRBw	78 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	64 HRBw	64 HRBw	72 HRBw	74 HRBw	No reqm't	68 HREw	85 HREw	No reqm't	86 HRBw	79 HRBw	No reqm't	No reqm't	78 HRBw	No reqm't	68 HRBw	68 HRBw	72 HRBw	75 HRBw	No reqm't	No reqm't	40 HRBw	65 HRBw	No reqm't	65 HREw	90 HREw	70 HREw	No reqm't	82 HRBw	No reqm't	82 HRBw / Tensile	82 HRBw / Tensile	84 HRBw / Tensile	No reqm't	85 HRBw	78 HRBw / Tensile	82 HRBw / Tensile	No reqm't	85 HRBw	63 HRBw	63 HRBw	72 HRBw 	80 HREw	65 HRBw	60 HREw	85 HREw	88 HRBw	83 HRBw	84 HRBw
